file_name,caption_1,caption_2,caption_3,caption_4,caption_5
WalkingNiven.wav,A person walking along a snow covered path.,A person walks along a path of snow.,In the forest is a person taking rapid strides.,Something crunches material on the ground as it walks over it.,Something is walking over crunchy material on the ground .
End of rain 090616.wav,Rain drops are falling on wooden and metal surfaces.,Someone is sorting pencils and moving the chairs while the thunder is rumbling in the background,The first rumblings of a storm begin while the rain flows down the gutter.,Thunder rolling in the background while wood creaks.,Wood creaks as thunder rolls in the background.
tv contact.wav,A hum and an electric noise of a television switching on.,A hum then an electric noise from a television being switched on.,A machine makes buzzing sounds with static and no clear signal.,"A person is tuning a radio, trying to find a station.",a machines is making buzzing sounds with static and lack of clear signal
Esperance Wind Farm.wav,A car driving in the rain with the windshield wipers being used,A car is being driven in the rain with it windshield wipers in use.,"Rain coming down on a highway with some cars passing by,",Rain is falling as vehicles drive past a flooded road.,Rain pelts a highway as vehicles drive past.
Wind rustling in trees.wav,A light rain is falling while the wind roars.,A torrential downpour of steady rain in the foreground.,A torrential downpour of steady rain is happening.,It is raining and it is coming down pretty hard with a noticeable wind.,It is raining on the patio while the kitchen sliding doors are open.
Wire explosions _ vibrations.wav,A disk or similar object being spun on a rail or wire attached to noisy apparatus.,"A round object, or a disk, is spun on a rail, or wire, which is attached to a loud apparatus.","Something made of metal being struck over and over, causing a strong vibrating sound each time.","Something made of elastic metal being struck repeatedly, creating strong vibrating sounds.","The door is creaking open, letting out haunted creepy sounds."
Water Sound.wav,A machine is dispensing water slowly in a cup.,An appliance dispenses water slowly into a cup.,Someone is pouring coffee into a cup while they are sitting in their car inside a garage.,Someone pouring coffee into a cup inside a garage.,The liquid falling at a rate while hitting the bottom of this
fallingrice2.wav,"Into the container, someone is pouring either beans or rice.",Someone is pouring beans or rice into a container.,Someone put a great deal of grain into a plastic can.,"Someone put some grain into a plastic can, puts more into the can and then a lot into the can.",small items being dropped onto a plastic tube
water_flow_roll_1.wav,The water flows down from the top of the water.,Water is bubbling and gurgling as it trickles down from a higher area.,Water is streaming and being touched and moved around.,Water is trickling down from a higher area and babbling and gurgling.,Water was flowing into a pond and a car driving by
Subway.wav,A commuter train departs from the station platform.,A subway car is speeding down the track in an underground subway station.,A subway car speeding down the track in an underground subway station.,A subway train begins to leave the station.,Departing the station platform is a commuter train.
Feria.wav,A street market filled up with people trying to buy food.,People are conversing at a market and a radio is audible.,People are talking at a market and a radio is playing.,People talk as somebody plays a stringed instrument and birds chirp,Someone plays a stringed instrument while birds tweet and people converse.
mower.wav,A distant lawn mower is started up and begins cutting grass.,A lawn mower starts and begin cutting grass in the distance.,"Pull string on internal combustion engine lawn mower, mow lawn, shut mower off.","Pull the string on internal combustion engine lawn mower, mow the lawn, shut the mower off.",The wind is blowing very hard in the background while someone is mowing the lawn.
file0680 crowd.wav,A crowd of people in a hall making incoherent speech,A lot of people are gathered together and are talking.,Bits of laughter occasionally rise above the ongoing murmur of the large crowd.,In the terminal many people are seen talking together.,The murmuring of the massive crowd makes it difficult to notice the occasional laughter.
Fireworks End 1.wav,"Fireworks are being popped in the air, while people are speaking.","Fireworks first pop individually at intervals, and then all together at the finale.",Fireworks pop individually at intervals and then all together at the finale.,Water is lapping against the dock and fireworks are being shot into the air.,Water laps against the dock as fireworks are shot into the air
